IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
167748-27102023,2023-10-27,2023,12,EALING,515750,180250,291.0,Southall,inf,inf,51.50933302389334,-0.3334866398732367,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,2855.591030944855,3-6min
193719-09122023,2023-12-09,2023,23,HACKNEY,533650,187350,240.0,Stoke Newington,inf,inf,51.56918977270175,-0.07300858350488734,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,830.4081456262426,3-6min
042028-25032023,2023-03-25,2023,19,EALING,514150,182450,554.0,Southall,inf,inf,51.52943118652661,-0.355819753936456,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,2384.1579566246783,9-12min
125080-18082023,2023-08-18,2023,8,BRENT,523950,183250,247.0,North Kensington,inf,inf,51.53455676799774,-0.21433363111263307,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1415.3891933834036,3-6min
146818-22092023,2023-09-22,2023,0,HAVERING,551050,188850,337.0,Romford,51.57829047356335,0.17835173428378912,51.57827854366694,0.17850992956510073,Romford,51.593238,0.183295,112.27,65506.0,23562.433272317823,1696.768631692702,3-6min
193663-09122023,2023-12-09,2023,21,ENFIELD,531550,193450,417.0,Edmonton,inf,inf,51.624500072922736,-0.1010054736597831,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,2220.406279440465,6-9min
160577-15102023,2023-10-15,2023,1,WESTMINSTER,529450,178550,289.0,Lambeth,inf,inf,51.49108622519273,-0.13680528603397002,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3256.841057898302,3-6min
153417-03102023,2023-10-03,2023,12,RICHMOND UPON THAMES,517250,174450,438.0,Twickenham,inf,inf,51.456896063632776,-0.3138061091502398,Twickenham,51.4674071,-0.3199681,57.41,97616.0,14048.66163547699,1245.373658884018,6-9min
024621-18022023,2023-02-18,2023,5,HACKNEY,533550,182850,289.0,Shoreditch,51.52875399097383,-0.07651859862825625,51.52877504328112,-0.07615728475011936,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,592.975083518744,3-6min
084351-11062023,2023-06-11,2023,20,BARNET,527150,189050,291.0,Finchley,inf,inf,51.5859690714913,-0.1661267952084331,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,1610.6129716433431,3-6min
135714-05092023,2023-09-05,2023,9,LEWISHAM,536350,177950,171.0,Deptford,51.48441733720467,-0.038329902922713356,51.484074250924294,-0.037710894011613996,Deptford,51.48489956,-0.03380805,35.15,74952.0,6948.464184782571,316.8682496142841,0-3min
170417-01112023,2023-11-01,2023,1,HOUNSLOW,521350,178050,384.0,Chiswick,inf,inf,51.488387315348476,-0.2535884674617265,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,1100.6542611834038,6-9min
101217-08072023,2023-07-08,2023,2,LEWISHAM,538250,173550,306.0,Lewisham,inf,inf,51.44407458519585,-0.012084246684203076,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1427.2627145608435,3-6min
019218-07022023,2023-02-07,2023,20,LAMBETH,530250,177950,226.0,Lambeth,51.48591761063987,-0.12565167640136443,51.485510679499654,-0.1255099269028598,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,2520.710535391765,3-6min
119019-07082023,2023-08-07,2023,16,ENFIELD,529350,192550,221.0,Southgate,51.61659821559582,-0.1331139337742375,51.616921729861566,-0.13310065785079192,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,1603.68178296173,3-6min
066298-12052023,2023-05-12,2023,11,GREENWICH,542250,177050,130.0,Sidcup,inf,inf,51.47453524395468,0.04684029409598938,Sidcup,51.42706568,0.09456477,60.56,82181.0,17781.077427293403,6236.876617567798,0-3min
167275-26102023,2023-10-26,2023,14,LAMBETH,532050,172950,147.0,West Norwood,inf,inf,51.4401607640114,-0.10146698671455388,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,1723.8666712286658,0-3min
157767-10102023,2023-10-10,2023,17,NEWHAM,539850,181650,673.0,Poplar,51.51629473753358,0.013759650617534702,51.516468272302504,0.01412763871145396,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,2134.4590675265345,9-12min
149381-26092023,2023-09-26,2023,17,BRENT,521850,183050,301.0,Willesden,inf,inf,51.53321604596736,-0.24466428813629837,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,1391.953296595424,3-6min
096294-29062023,2023-06-29,2023,21,BARNET,519650,191150,309.0,Stanmore,51.60620127342322,-0.2734049948049871,51.60648306131482,-0.2736109246690843,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1691.5906147028338,3-6min
026032-21022023,2023-02-21,2023,7,EALING,516850,180650,181.0,Ealing,inf,inf,51.51270188140617,-0.3175110107321667,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,271.10377493145273,3-6min
030448-02032023,2023-03-02,2023,12,BARNET,521350,190450,575.0,Hendon,inf,inf,51.599828666620965,-0.24931659773572631,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1871.6651801653159,9-12min
091142-22062023,2023-06-22,2023,11,HAVERING,551850,187450,273.0,Hornchurch,51.56576189601904,0.1890653585290887,51.56548508877304,0.1894416505357233,Hornchurch,51.564543,0.220518,112.27,65506.0,24937.73983853701,2183.2432190507066,3-6min
047109-05042023,2023-04-05,2023,9,WALTHAM FOREST,537350,187550,201.0,Leyton,inf,inf,51.57009865352788,-0.019578411321965705,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,691.2229645425446,3-6min
049741-10042023,2023-04-10,2023,9,WESTMINSTER,526950,182050,232.0,Paddington,inf,inf,51.52310657938932,-0.1715364055854721,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,860.10954348252,3-6min
161459-16102023,2023-10-16,2023,16,EALING,520850,181250,442.0,Park Royal,inf,inf,51.517253682991935,-0.25969112720487536,Park Royal,51.53585,-0.26473,43.24,112973.0,10026.497376766112,2098.3400335786746,6-9min
091166-22062023,2023-06-22,2023,11,EALING,512250,178650,514.0,Hayes,51.495834731395774,-0.38484712960897,51.49565781346808,-0.3844067946733359,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,3251.3736841118566,6-9min
172041-03112023,2023-11-03,2023,19,KENSINGTON AND CHELSEA,525450,180650,273.0,Kensington,inf,inf,51.5108596828714,-0.1936436025349526,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,924.5510435987821,3-6min
127334-22082023,2023-08-22,2023,7,HAVERING,554250,181650,187.0,Wennington,51.51291701720114,0.22125070926277962,51.51272342914043,0.22150071765268536,Wennington,51.5064084,0.2204125,112.27,65506.0,24100.059922961773,727.5935009561313,3-6min
013641-28012023,2023-01-28,2023,2,CROYDON,531750,168550,292.0,Norbury,inf,inf,51.40068919178435,-0.10741495273249682,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1179.3013970842167,3-6min
075725-29052023,2023-05-29,2023,9,BRENT,524550,184350,259.0,Willesden,inf,inf,51.54431053369532,-0.20529878298114604,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,2173.9253155828187,3-6min
180580-17112023,2023-11-17,2023,19,HOUNSLOW,521850,178050,577.0,Richmond,inf,inf,51.48827990234724,-0.24639059011942366,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,3544.8738745508754,9-12min
174546-07112023,2023-11-07,2023,16,LEWISHAM,538750,175750,313.0,Lewisham,inf,inf,51.46372179761491,-0.004032172100604983,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1012.5138910062261,3-6min
137894-08092023,2023-09-08,2023,12,WALTHAM FOREST,539350,193850,403.0,Walthamstow,51.626075620680886,0.011191005660642439,51.626218730121465,0.011760811826863572,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,4838.7163929026665,6-9min
165097-22102023,2023-10-22,2023,15,BEXLEY,551650,174550,448.0,Erith,inf,inf,51.44963343843344,0.18101561565255966,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,4328.510181861605,6-9min
187937-30112023,2023-11-30,2023,11,LAMBETH,530850,175050,242.0,Peckham,inf,inf,51.45931102166809,-0.1179465170354724,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,3224.5633075561236,3-6min
164332-21102023,2023-10-21,2023,8,LAMBETH,530950,172950,270.0,West Norwood,inf,inf,51.44041588796757,-0.11728446201487902,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,1678.5859906395096,3-6min
077544-01062023,2023-06-01,2023,10,HAMMERSMITH AND FULHAM,524850,177650,299.0,Fulham,inf,inf,51.48403132713108,-0.20334557376282064,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,694.6025722441706,3-6min
115192-31072023,2023-07-31,2023,20,WALTHAM FOREST,538550,191850,336.0,Chingford,51.60845235773077,-0.0010408836849312402,51.608444491765056,-0.0005790707005496211,Chingford,51.63059,-0.003044,38.82,69512.0,16215.009079362111,2466.480101858435,3-6min
110040-22072023,2023-07-22,2023,18,WESTMINSTER,528750,180250,337.0,Soho,51.50659107563659,-0.14656242248627724,51.50652338891952,-0.14626256122010883,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1212.0740794388214,3-6min
134135-02092023,2023-09-02,2023,19,LEWISHAM,536650,176050,406.0,New Cross,inf,inf,51.46692812577256,-0.03412732754229018,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,1294.3572421530405,6-9min
012810-26012023,2023-01-26,2023,14,HARROW,518750,189550,245.0,Stanmore,inf,inf,51.59229372429756,-0.28714205524317293,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1463.0887210739534,3-6min
009871-21012023,2023-01-21,2023,7,SOUTHWARK,531550,178050,307.0,Lambeth,51.485748482978096,-0.10617080590514508,51.48610872147815,-0.1067608282698005,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,2704.9827503910897,3-6min
090215-20062023,2023-06-20,2023,17,HARINGEY,529150,189050,176.0,Hornsey,51.58522316667422,-0.13760480746329629,51.585514686983785,-0.13727531865942547,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,750.3978246289662,0-3min
031515-04032023,2023-03-04,2023,14,WESTMINSTER,528150,179850,694.0,Soho,51.50272795445089,-0.15534997749692825,51.50306492256476,-0.1550481942420635,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1958.4743941515337,9-12min
156129-08102023,2023-10-08,2023,1,HOUNSLOW,516350,175650,765.0,Heston,inf,inf,51.46786678313871,-0.32635938999021374,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,1403.1508551447457,12-15min
056031-23042023,2023-04-23,2023,2,TOWER HAMLETS,536850,180750,264.0,Millwall,51.50927635921091,-0.028875064930296616,51.50911481875534,-0.02942965321193054,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,967.6555024669353,3-6min
173349-05112023,2023-11-05,2023,19,HARINGEY,533250,191450,319.0,Tottenham,inf,inf,51.606128045333016,-0.07722155397163719,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,1549.7093101584999,3-6min
108447-20072023,2023-07-20,2023,2,WESTMINSTER,528250,181950,407.0,Euston,inf,inf,51.521914479344254,-0.15284499969623044,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,1663.113556714463,6-9min
029603-28022023,2023-02-28,2023,15,ENFIELD,536950,198450,575.0,Enfield,51.66858058133964,-0.021475554593606283,51.66814244326027,-0.021089726344068475,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,2293.7751999907982,9-12min
076031-29052023,2023-05-29,2023,17,RICHMOND UPON THAMES,517650,174750,261.0,Richmond,inf,inf,51.45950944240696,-0.30795188233236565,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,1824.4648055375653,3-6min
174084-06112023,2023-11-06,2023,19,CROYDON,532550,168850,885.0,West Norwood,inf,inf,51.403198986397,-0.09580937024682347,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,2732.353148392376,12-15min
110483-23072023,2023-07-23,2023,15,GREENWICH,544950,178750,146.0,Plumstead,51.48870130414017,0.08599285836605156,51.48912595069112,0.08638676879823357,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,396.8835505607777,0-3min
099536-05072023,2023-07-05,2023,12,BARNET,526150,188950,6.0,Finchley,51.58573456578029,-0.18110524516834026,51.58529492598257,-0.18058871620058925,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,1368.2723080263027,0-3min
149339-26092023,2023-09-26,2023,16,WESTMINSTER,529250,180350,494.0,Kensington,inf,inf,51.50730803193242,-0.13902563638496745,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,3602.1560962056747,6-9min
146490-21092023,2023-09-21,2023,14,HARROW,515950,190350,371.0,Stanmore,inf,inf,51.6000663426196,-0.3272794588132368,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,2105.172667573445,6-9min
162294-17102023,2023-10-17,2023,23,TOWER HAMLETS,537050,182650,7.0,Bethnal Green,inf,inf,51.5261399755695,-0.025811386027574216,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1833.2187841945404,0-3min
061824-03052023,2023-05-03,2023,21,GREENWICH,542650,179250,345.0,Plumstead,inf,inf,51.49420318506094,0.05348381420597677,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,2736.3615106465318,3-6min
175319-08112023,2023-11-08,2023,22,HAVERING,552250,185550,377.0,Hornchurch,inf,inf,51.548306260437364,0.19438621337711623,Hornchurch,51.564543,0.220518,112.27,65506.0,24937.73983853701,2558.913247633844,6-9min
029724-28022023,2023-02-28,2023,19,WESTMINSTER,528850,180750,330.0,Soho,51.51112686131667,-0.145081316240736,51.51099398529695,-0.14463996263154127,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,922.6305249604102,3-6min
183938-23112023,2023-11-23,2023,16,CROYDON,532250,167050,347.0,Croydon,inf,inf,51.387092924977225,-0.10078978310840511,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,2029.7146421930518,3-6min
127567-22082023,2023-08-22,2023,16,ENFIELD,536350,196450,346.0,Enfield,51.65057118787823,-0.030716524761843448,51.65031643250569,-0.030539642076217385,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,1835.7114002851101,3-6min
006251-14012023,2023-01-14,2023,11,TOWER HAMLETS,535050,182250,205.0,Bethnal Green,inf,inf,51.52302687369304,-0.054776664335160916,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,574.7562429439879,3-6min
077916-01062023,2023-06-01,2023,21,WANDSWORTH,527750,172550,3.0,Tooting,51.4378101813533,-0.16275780990181896,51.437551163952975,-0.16344444567905053,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,188.1215390062671,0-3min
047721-06042023,2023-04-06,2023,12,HARROW,516350,190250,388.0,Stanmore,inf,inf,51.599085194273734,-0.32153995367242294,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1746.2799174514892,6-9min
102008-09072023,2023-07-09,2023,10,WESTMINSTER,524850,182850,346.0,North Kensington,inf,inf,51.53076385227864,-0.2015063419268968,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1356.858212458807,3-6min
201094-22122023,2023-12-22,2023,16,KENSINGTON AND CHELSEA,526750,177550,331.0,Fulham,inf,inf,51.48271042479246,-0.17603309393542427,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1815.240149160539,3-6min
114807-31072023,2023-07-31,2023,5,WANDSWORTH,526950,175250,222.0,Battersea,inf,inf,51.46199566225783,-0.17397994496828623,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,1108.8506249725203,3-6min
025280-19022023,2023-02-19,2023,16,SOUTHWARK,535550,179450,294.0,Dockhead,51.49793963327065,-0.04841080486009518,51.49774576913303,-0.04864960317913431,Dockhead,51.50061865,-0.07079419,28.85,102125.0,3995.727280892831,1584.4407927936124,3-6min
052533-15042023,2023-04-15,2023,23,WANDSWORTH,525850,173950,254.0,Wandsworth,51.450793805969276,-0.1904023425246078,51.450557922294045,-0.19026774733674773,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,1603.2110206202867,3-6min
056897-24042023,2023-04-24,2023,21,ENFIELD,531150,192950,272.0,Southgate,inf,inf,51.62010016757213,-0.10696754788521694,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,1842.3681870296243,3-6min
015937-01022023,2023-02-01,2023,16,NEWHAM,543250,185750,393.0,Ilford,inf,inf,51.552457965974625,0.06476130381819072,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,2171.7128581123698,6-9min
023553-16022023,2023-02-16,2023,8,HOUNSLOW,520650,178550,130.0,Chiswick,51.492746866652396,-0.26376491686703846,51.49303062465185,-0.26349483820808917,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,437.97521039981854,0-3min
086079-14062023,2023-06-14,2023,6,EALING,519950,180250,202.0,Acton,51.50839936937014,-0.2726807539393139,51.50845795930674,-0.27299556453049095,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,326.3542086930688,3-6min
172131-03112023,2023-11-03,2023,22,BARKING AND DAGENHAM,544450,183750,249.0,Barking,inf,inf,51.53418136210276,0.08123695941404403,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,715.2212637051807,3-6min
001661-04012023,2023-01-04,2023,10,HARROW,515650,188450,340.0,Harrow,51.58321937898094,-0.3320118139446433,51.58305169120227,-0.33223446095856773,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,2531.603251079221,3-6min
151530-30092023,2023-09-30,2023,4,NEWHAM,541650,183550,376.0,East Ham,inf,inf,51.533093072701725,0.04081495916969935,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,1544.7972907437288,6-9min
176884-11112023,2023-11-11,2023,17,ISLINGTON,532850,184650,370.0,Stoke Newington,51.54467404792496,-0.0849620476464408,51.545115508389706,-0.08556366706851028,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,2019.084685954415,6-9min
000949-02012023,2023-01-02,2023,16,ISLINGTON,531250,182650,395.0,Islington,inf,inf,51.52751653259925,-0.10936859391358696,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,1462.8678104338094,6-9min
049178-09042023,2023-04-09,2023,7,WALTHAM FOREST,537350,192650,275.0,Chingford,51.61589514765719,-0.01783095040707152,51.61592694735078,-0.017584003294026675,Chingford,51.63059,-0.003044,38.82,69512.0,16215.009079362111,1928.1446047247023,3-6min
050990-13042023,2023-04-13,2023,2,NEWHAM,541450,182950,304.0,Plaistow,inf,inf,51.527751735782665,0.037692693083160804,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,950.7176624304507,3-6min
065348-10052023,2023-05-10,2023,13,HAMMERSMITH AND FULHAM,523450,177050,375.0,Fulham,inf,inf,51.47894604907241,-0.223706930364086,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1579.2922885451283,6-9min
192228-07122023,2023-12-07,2023,14,KINGSTON UPON THAMES,518750,167450,478.0,Kingston,inf,inf,51.39367060765796,-0.294570487831102,Kingston,51.4293729,-0.3091976,37.25,55948.0,15278.913526276205,4100.395792591677,6-9min
093309-25062023,2023-06-25,2023,12,BEXLEY,550350,178750,276.0,Erith,51.48780839364999,0.1640390519867642,51.48771721481075,0.16410675714566425,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,584.3210974352827,3-6min
110994-24072023,2023-07-24,2023,14,ISLINGTON,532450,184350,205.0,Shoreditch,51.54245561690856,-0.09119868866386259,51.54251352139714,-0.09144142899141258,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1824.5717486695285,3-6min
040308-22032023,2023-03-22,2023,9,BROMLEY,541350,169050,259.0,Bromley,51.402597878579684,0.03103188235841345,51.40287343346374,0.030699028368260245,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,1086.2760984975457,3-6min
094173-26062023,2023-06-26,2023,11,EALING,512650,179850,160.0,Southall,51.50610809381595,-0.37863370517274475,51.50636376379735,-0.3782643939254844,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,658.6828411787395,0-3min
